"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"FF","2017-07-18","94.8","-2.2544","5.7260","Giancarlo Stanton",519317,592826,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (29) on a fly ball to left center field.  ","R","R","R","MIA","PHI","X","null","fly_ball",2,1,2017,"-0.2506","1.7101","-0.7231","2.2383","null","null","null",1,1,"Bot","67.71","20.39",,,519237,,"170718_232437","4.5559","-137.3854","-7.1418","-4.3051","34.8351","-9.1117","3.6849","1.7759","442","111.4","23.2540","94.1340","2240","6.4440",491500,592826,519237,571830,514917,596748,520471,573088,546318,608384,"54.0536","0.987","1.893","2.00",1,0,3,6,6,"4"
"FF","2017-07-17","90.4","-2.1159","6.0645","Giancarlo Stanton",519317,595191,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (28) on a fly ball to left center field.  ","R","R","R","MIA","PHI","X","null","fly_ball",0,0,2017,"-0.8818","1.5807","-0.3367","2.5164","null","null","null",1,5,"Bot","52.80","52.44",,,595284,,"170718_004717","6.2804","-130.9888","-6.1235","-11.5344","30.7940","-12.9444","3.6149","1.5848","386","110.0","38.8530","89.6780","2184","6.3270",491485,595191,595284,595426,514917,596748,520471,573088,546318,608384,"54.1710","0.799","1.541","2.00",1,0,3,6,41,"1"
"FT","2017-07-17","90.5","-2.1843","6.0510","Giancarlo Stanton",519317,595191,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (27) on a fly ball to left field.   Dee Gordon scores.  ","R","R","R","MIA","PHI","X","null","fly_ball",2,0,2017,"-1.1650","1.1694","-0.3962","2.7660","null","null","543829.00",0,1,"Bot","27.16","68.24",,,595284,,"170717_232125","6.8619","-131.2482","-4.6303","-14.8226","29.1186","-18.0346","3.6149","1.5848","441","115.1","24.8170","89.7230","2177","6.0980",491485,595191,595284,595426,514917,596748,520471,573088,546318,608384,"54.3995","0.994","1.985","2.00",1,0,3,6,5,"3"
"FC","2017-07-09","86.4","-1.7794","6.0702","Giancarlo Stanton",519317,502004,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (26) on a fly ball to left center field.  ","R","R","R","SF","MIA","X","null","fly_ball",3,1,2017,"0.4922","0.3088","0.2342","1.8192","null","null","null",2,11,"Top","63.37","45.28",,,460026,,"170710_000534","3.7631","-125.4355","-4.4315","4.2924","24.9759","-28.3854","3.5665","1.5391","391","100.8","23.9950","84.9630","2467","5.4440",491428,502004,460026,474832,605412,543216,543063,607776,452655,452254,"55.0570","0.715","1.178","2.00",1,0,3,6,99,"5"
"SL","2017-07-09","82.2","-2.2623","5.7809","Giancarlo Stanton",519317,456501,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (25) on a fly ball to center field.  ","R","R","R","SF","MIA","X","null","fly_ball",0,1,2017,"0.5194","0.7997","-0.0436","2.4138","null","null","null",0,5,"Top","110.85","11.39",,,460026,,"170709_211543","3.9796","-119.4118","-2.6134","4.1906","19.0054","-24.5600","3.5511","1.8073","443","108.4","26.8250","80.9350","2266","5.1330",491428,456501,460026,474832,605412,666561,543063,491676,452655,452254,"55.3685","0.974","1.921","2.00",1,0,3,6,35,"2"
"CH","2017-07-07","79.9","2.1142","6.0368","Giancarlo Stanton",519317,519043,"home_run","hit_into_play_score",,,,,"3","Giancarlo Stanton homers (24) on a fly ball to right field.    Dee Gordon scores.  ","R","R","L","SF","MIA","X","null","fly_ball",1,1,2017,"1.5375","0.4510","0.4658","3.3923","null","null","543829.00",0,1,"Top","213.11","68.91",,,457763,,"170708_021837","-6.3017","-116.0598","0.0067","14.6370","19.1150","-28.4145","3.6133","1.6802","374","102.4","35.6230","78.9850","1801","5.4780",491398,519043,457763,474832,605412,666561,543063,596103,452655,452254,"55.0228","0.469","0.913","2.00",1,0,3,6,2,"3"
"FC","2017-07-05","88.8","-2.4427","5.1306","Giancarlo Stanton",519317,502190,"home_run","hit_into_play_score",,,,,"9","Giancarlo Stanton homers (23) on a fly ball to center field.   JT Riddle scores.    Dee Gordon scores.  ","R","R","R","STL","MIA","X","null","fly_ball",3,0,2017,"-0.2580","0.2699","0.5212","2.1831","null","595375.00","543829.00",2,2,"Top","98.51","24.91",,,425877,,"170706_004106","7.5501","-128.8134","-1.7006","-4.1649","23.9763","-29.2267","3.6556","1.7414","415","105.2","21.6550","86.8250","2141","4.9690",491371,502190,425877,572228,572761,594824,657557,500874,502054,572039,"55.5226","0.862","1.440","2.00",1,0,3,6,14,"4"
"SI","2017-07-05","90.6","-2.4254","5.4039","Giancarlo Stanton",519317,502190,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (22) on a line drive to left center field.  ","R","R","R","STL","MIA","X","null","line_drive",1,1,2017,"-1.2482","0.3264","-0.2650","2.3001","null","null","null",1,1,"Top","48.32","44.13",,,425877,,"170706_001634","7.7466","-131.4802","-2.4718","-15.4974","25.3014","-28.2845","3.6975","1.7100","407","114.0","15.9460","88.9340","2088","5.1970",491371,502190,425877,572228,572761,594824,657557,500874,502054,572039,"55.3006","0.846","1.182","2.00",1,0,3,6,2,"3"
"FC","2017-06-29","88.0","-1.5938","4.9395","Giancarlo Stanton",519317,607625,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (21) on a fly ball to left field.  ","R","R","R","MIA","NYM","X","null","fly_ball",1,0,2017,"-0.8841","1.1267","-0.3576","2.2648","null","null","null",0,4,"Bot","28.97","62.90",,,425784,,"170630_001933","4.7941","-127.7958","-2.6864","-10.6207","25.6878","-19.5438","3.6317","1.6021","392","97.3","28.9170","87.7900","2002","6.2040",491287,607625,425784,608061,452678,608703,408314,493316,434158,457803,"54.2936","0.401","0.687","2.00",1,0,3,5,30,"2"
"FF","2017-06-25","96.6","-1.7708","6.0412","Giancarlo Stanton",519317,467008,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (20) on a line drive to left field.  ","R","R","R","MIA","CHC","X","null","line_drive",0,1,2017,"-0.2535","1.6025","-0.1993","2.6939","null","null","null",2,7,"Bot","20.19","81.59",,,471083,,"170625_193350","4.7357","-140.1613","-6.8928","-4.4292","32.9250","-9.8200","3.6325","1.6030","371","105.9","20.4400","96.0580","2489","6.2170",491229,467008,471083,519203,664023,600303,595879,445055,592178,575929,"54.2805","0.821","1.250","2.00",1,0,3,6,62,"2"
"FC","2017-06-23","81.1","-2.1341","5.9632","Giancarlo Stanton",519317,407793,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (19) on a fly ball to center field.  ","R","R","R","MIA","CHC","X","null","fly_ball",2,1,2017,"0.7205","-0.3589","0.5860","2.5980","null","null","null",2,3,"Bot","99.73","6.09",,,471083,,"170624_000535","4.6945","-117.8845","-0.2468","5.7557","21.8026","-35.6599","3.6323","1.6028","458","112.4","19.7430","80.5210","null","5.8850",491199,407793,471083,519203,595879,592178,608365,445055,546991,664023,"54.6129","0.950","1.689","2.00",1,0,3,6,23,"4"
"FT","2017-06-19","97.9","-2.3177","5.7575","Giancarlo Stanton",519317,545363,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (18) on a fly ball to right center field.  ","R","R","R","MIA","WSH","X","null","fly_ball",2,2,2017,"-1.0206","1.0392","0.0731","2.7829","null","null","null",1,7,"Bot","196.95","54.76",,,446308,,"170620_015115","8.8659","-142.0910","-4.9634","-16.0077","32.1967","-16.9897","3.6331","1.6035","398","105.9","26.5710","98.4130","2328","6.6850",491155,545363,446308,475582,502517,452220,607208,430605,572191,547180,"53.8132","0.947","1.851","2.00",1,0,3,6,63,"5"
"SL","2017-06-13","89.6","-1.5718","6.1871","Giancarlo Stanton",519317,605194,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (17) on a fly ball to left center field.   Dee Gordon scores.  ","R","R","R","MIA","OAK","X","null","fly_ball",1,0,2017,"-0.0949","1.0334","-0.4928","2.5379","null","null","543829.00",2,5,"Bot","71.57","30.35",,,572033,,"170614_003857","2.7810","-130.0152","-4.9556","-1.6035","26.7715","-20.2057","3.6326","1.6030","398","108.1","37.8850","87.4610","2380","5.0470",491070,605194,572033,475174,476704,592387,640461,501981,595144,459964,"55.4509","0.750","1.478","2.00",1,0,3,6,38,"2"
"CU","2017-06-09","82.3","-1.6326","5.8430","Giancarlo Stanton",519317,607192,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (16) on a fly ball to center field.  ","R","R","R","PIT","MIA","X","null","fly_ball",1,2,2017,"0.9391","-0.5329","0.2258","2.2497","null","null","null",0,3,"Top","120.70","8.25",,,607732,,"170609_234854","2.3874","-119.9665","-0.6365","8.9912","21.6544","-37.5599","3.6036","1.5736","449","110.6","25.4920","84.2200","2393","7.3020",491012,607192,607732,605137,543281,501896,474568,624428,457705,570256,"53.1991","0.992","1.953","2.00",1,0,3,6,20,"4"
"SL","2017-06-02","82.7","2.1508","5.8587","Giancarlo Stanton",519317,571578,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (15) on a fly ball to right field.  ","R","R","L","MIA","ARI","X","null","fly_ball",1,1,2017,"-0.6392","-0.4110","0.2017","2.1262","null","null","null",1,5,"Bot","225.98","88.07",,,"null",,"170603_004919","-3.2081","-120.4443","-1.3103","-5.6558","20.9221","-36.1454","3.6335","1.6040","351","99.6","35.9560","82.8320","2392","6.0890",490912,"null","null","null","null","null","null","null","null","null","54.4089","0.342","0.655","2.00",1,0,3,5,44,"3"
"FF","2017-05-30","90.5","-1.3051","5.7682","Giancarlo Stanton",519317,643410,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (14) on a fly ball to right center field.    Dee Gordon scores.  ","R","R","R","MIA","PHI","X","null","fly_ball",2,0,2017,"-0.3862","1.5786","-0.0950","2.5513","null","null","543829.00",0,3,"Bot","197.36","50.77",,,519237,,"170531_000318","3.8188","-131.3209","-5.3436","-5.2896","29.6275","-13.1047","3.7601","1.7301","388","107.2","21.0240","89.9180","2038","6.2250",490885,643410,519237,571830,514917,571841,520471,435062,571437,459431,"54.2728","0.894","1.491","2.00",1,0,3,6,21,"3"
"FS","2017-05-28","85.7","-2.0034","6.3542","Giancarlo Stanton",519317,533167,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (13) on a fly ball to left center field.  ","R","R","R","MIA","LAA","X","null","fly_ball",2,1,2017,"-0.5837","1.1486","0.3528","2.3720","null","null","null",1,1,"Bot","64.17","40.49",,,455117,,"170528_172436","6.6372","-124.2407","-5.2796","-7.3169","26.1570","-19.6651","3.7200","1.7400","401","105.5","32.7140","84.5480","977","5.8510",490851,533167,455117,527043,545337,472528,592743,457727,545361,594777,"54.6473","0.859","1.693","2.00",1,0,3,6,5,"4"
"CH","2017-05-26","84.6","-1.1887","5.4928","Giancarlo Stanton",519317,445926,"home_run","hit_into_play_score",,,,,"14","Giancarlo Stanton homers (12) on a fly ball to center field.   Dee Gordon scores.  ","R","R","R","MIA","LAA","X","null","fly_ball",3,2,2017,"-1.3010","0.4968","0.0531","1.6608","null","543829.00","null",0,1,"Bot","124.87","16.11",,,455117,,"170526_232948","5.4919","-122.8917","-3.5506","-14.3156","25.0198","-26.6269","3.7106","1.8805","460","111.9","24.4550","84.6060","1983","6.4430",490821,445926,455117,405395,457787,472528,592743,519184,545361,594777,"54.0551","0.995","1.950","2.00",1,0,3,6,8,"7"
"FF","2017-05-08","92.2","-0.4600","5.6465","Giancarlo Stanton",519317,462515,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (11) on a fly ball to center field.  ","R","R","R","MIA","STL","X","null","fly_ball",0,0,2017,"-1.0048","1.7684","0.3315","2.5280","null","null","null",1,9,"Bot","118.87","21.21",,,425877,,"170509_015605","4.0949","-133.7152","-5.7330","-12.7314","30.2206","-10.3522","3.7200","1.7400","419","111.2","31.5000","91.0020","1964","5.8490",490623,462515,425877,576397,543939,594824,649557,502054,642423,545341,"54.6492","0.979","1.950","2.00",1,0,3,6,76,"1"
"CU","2017-05-07","78.7","2.1281","5.9723","Giancarlo Stanton",519317,573244,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (10) on a line drive to left field.  ","R","R","L","NYM","MIA","X","null","line_drive",3,2,2017,"-0.9186","0.0519","-0.6168","1.8602","null","null","null",1,3,"Top","7.00","56.60",,,425784,,"170507_174954","-4.2416","-114.2276","-2.1200","-7.0374","21.7975","-31.5822","3.7100","1.7400","468","113.4","22.7520","77.5880","2293","5.7160",490566,573244,425784,608061,435522,527038,408314,624424,434158,457803,"54.7835","0.996","1.947","2.00",1,0,3,6,20,"6"
"SL","2017-05-07","85.3","2.1631","6.0459","Giancarlo Stanton",519317,573244,"home_run","hit_into_play_score",,,,,"13","Giancarlo Stanton homers (9) on a line drive to left center field.   Christian Yelich scores.    Marcell Ozuna scores.  ","R","R","L","NYM","MIA","X","null","line_drive",0,1,2017,"-0.0373","0.8303","-0.5215","1.6097","592885.00","542303.00","null",1,1,"Top","27.55","41.15",,,425784,,"170507_171738","-6.1949","-123.7365","-5.7354","0.8027","23.6364","-22.8178","3.7100","1.7400","436","113.1","22.1600","84.8800","2345","6.0870",490566,573244,425784,608061,435522,527038,408314,624424,434158,457803,"54.4125","0.991","1.914","2.00",1,0,3,6,4,"2"
"FT","2017-05-06","95.1","-1.8774","6.0656","Giancarlo Stanton",519317,607229,"home_run","hit_into_play_score",,,,,"2","Giancarlo Stanton homers (8) on a fly ball to center field.  ","R","R","R","NYM","MIA","X","null","fly_ball",3,1,2017,"-1.2674","1.1246","0.1036","3.2046","null","null","null",0,2,"Top","184.86","38.47",,,608700,,"170506_233946","7.9011","-137.7082","-4.1807","-17.7523","34.0220","-17.3795","3.7100","1.7400","403","109.4","22.7370","93.7280","2238","6.0020",490551,607229,608700,608061,435522,408314,452678,624424,434158,457803,"54.4976","0.974","1.830","2.00",1,0,3,6,15,"5"
"FT","2017-04-22","95.0","-2.5925","5.7158","Giancarlo Stanton",519317,622766,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (7) on a line drive to left field.   Christian Yelich scores.  ","R","R","R","SD","MIA","X","null","line_drive",1,0,2017,"-1.6745","1.4504","-0.7076","2.0402","null","null","592885.00",1,11,"Top","31.80","64.94",,,595978,,"170423_033136","8.3701","-137.4697","-6.8800","-22.4813","32.0865","-13.0607","3.7100","1.7400","417","114.1","18.4840","92.9240","2283","5.4820",490359,622766,595978,571976,500208,572114,430947,608671,622534,592669,"55.0171","0.918","1.501","2.00",1,0,3,6,78,"2"
"FF","2017-04-22","84.9","-3.3253","6.1677","Giancarlo Stanton",519317,450308,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (6) on a line drive to left center field.  ","R","R","R","SD","MIA","X","null","line_drive",0,0,2017,"-0.8316","1.4747","0.0733","2.9509","null","null","null",0,2,"Top","19.31","76.28",,,595978,,"170423_005827","9.3945","-122.9252","-3.9691","-10.0206","23.1569","-17.0351","3.7100","1.7400","381","107.1","19.5360","83.6390","2260","5.6170",490359,450308,595978,571976,500208,572114,430947,608671,622534,592669,"54.8814","0.855","1.341","2.00",1,0,3,6,8,"1"
"FT","2017-04-21","93.6","2.1149","6.2239","Giancarlo Stanton",519317,543272,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (5) on a line drive to right center field.    Martin Prado scores.  ","R","R","L","SD","MIA","X","null","line_drive",1,0,2017,"0.8847","0.6684","0.6094","2.4791","null","445988.00","null",1,9,"Top","198.05","37.21",,,595978,,"170422_043257","-5.5963","-135.6648","-5.1800","11.7064","29.2274","-23.3965","3.7100","1.7400","412","112.1","18.2180","91.4370","2408","5.1630",490344,543272,595978,571976,500208,596143,430947,608671,622534,592669,"55.3361","0.884","1.387","2.00",1,0,3,6,67,"2"
"CH","2017-04-19","85.9","-2.1094","5.8778","Giancarlo Stanton",519317,433587,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (4) on a fly ball to center field.  ","R","R","R","SEA","MIA","X","null","fly_ball",3,1,2017,"-0.4875","0.3226","0.2593","2.5729","null","null","null",0,3,"Top","88.22","13.37",,,572287,,"170419_204220","6.5499","-124.8654","-2.2629","-6.2805","22.6206","-28.5977","3.7100","1.7400","445","114.1","24.5900","85.8790","1751","6.1040",490318,433587,572287,502273,429664,572122,600301,502481,547982,571745,"54.3948","0.994","1.974","2.00",1,0,3,6,25,"5"
"FF","2017-04-15","92.2","-0.8015","5.7894","Giancarlo Stanton",519317,477569,"home_run","hit_into_play_score",,,,,"3","Giancarlo Stanton homers (3) on a fly ball to center field.  ","R","R","R","MIA","NYM","X","null","fly_ball",3,2,2017,"-0.5210","2.1489","0.4686","3.4080","null","null","null",2,8,"Bot","123.16","11.06",,,425784,,"170416_012716","4.2846","-133.6081","-4.6383","-7.1212","32.2666","-6.2157","3.7200","1.7400","442","111.9","18.6750","90.7230","2312","5.8870",490263,477569,425784,527038,435522,408314,452678,493316,624424,434158,"54.6113","0.917","1.552","2.00",1,0,3,6,62,"6"
"FF","2017-04-12","91.6","0.6115","5.9945","Giancarlo Stanton",519317,448802,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (2) on a line drive to left field.   Christian Yelich scores.  ","R","R","L","MIA","ATL","X","null","line_drive",2,2,2017,"0.5858","1.1837","-0.3251","2.1572","null","null","592885.00",1,5,"Bot","50.26","56.56",,,452095,,"170413_010619","-3.5974","-132.9315","-6.2673","7.6890","30.1380","-17.1017","3.7200","1.7400","396","115.6","18.8080","90.9590","2283","6.1710",490216,448802,452095,518692,408252,611177,621020,607054,542255,455976,"54.3266","0.915","1.619","2.00",1,0,3,6,41,"6"
"SL","2017-04-12","84.2","0.6743","6.5468","Giancarlo Stanton",519317,448802,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (1) on a fly ball to left center field.   Dee Gordon scores.  ","R","R","L","MIA","ATL","X","null","fly_ball",0,1,2017,"-0.6367","0.7953","-0.3882","1.7876","543829.00","null","null",2,3,"Bot","67.56","41.10",,,452095,,"170413_000235","-1.2263","-121.8674","-5.8799","-5.7581","28.0572","-23.5914","3.7200","1.7400","397","110.1","36.2580","81.6910","2826","5.2760",490216,448802,452095,518692,408252,611177,621020,607054,542255,455976,"55.2214","0.897","1.777","2.00",1,0,3,6,24,"2"
"FT","2016-09-20","94.5","-2.5019","5.7601","Giancarlo Stanton",519317,543699,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (27) on a fly ball to right field.","R","R","R","MIA","WSH","X","null","fly_ball",0,1,2016,"-0.53915000000000000000","1.5229666666666667","0.3680","2.8100","null","null","null",2,6,"Bot","219.79","64.94",,,467092,,"160920_203851","8.8500","-137.2200","-5.3060","-5.5230","34.3720","-14.7580","3.7300","1.7300","374","100.2","31.3940","93.0380","2170","5.7090",449130,543699,467092,519208,452220,543685,457787,571718,607208,547180,"54.7902","0.554","1.037","2.00",1,0,3,6,42,"2"
"SL","2016-09-19","84.7","-2.6236","5.6481","Giancarlo Stanton",519317,595918,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (26) on a fly ball to left center field.","R","R","R","MIA","WSH","X","null","fly_ball",3,2,2016,"0.11075833333333333333","0.69306666666666666667","0.1300","2.2200","null","null","null",1,2,"Bot","60.91","32.38",,,467092,,"160919_193256","6.4300","-123.0800","-2.5900","2.6300","27.2100","-26.8900","3.7400","1.7300","448","114.7","27.0130","84.7670","2230","6.5040",449115,595918,467092,475582,594694,543685,457787,150029,607208,502317,"53.9953","0.993","1.982","2.00",1,0,3,6,11,"7"
"FF","2016-08-13","90.3","-2.0461","5.8936","Giancarlo Stanton",519317,448306,"home_run","hit_into_play_score",,,,,"12","Giancarlo Stanton homers (25) on a line drive to left center field.","R","R","R","MIA","CWS","X","null","line_drive",0,0,2016,"-0.87593333333333333333","1.6706000000000000","0.8800","2.7780","null","null","null",0,2,"Bot","85.78","33.91",,,425900,,"160813_194004","8.8480","-131.1890","-4.8280","-9.2600","29.9400","-14.3690","3.7400","1.7400","407","105.2","19.8040","91.6050","2290","7.2550",448600,448306,425900,547989,573135,453943,641313,466320,594809,605183,"53.2461","0.774","1.157","2.00",1,0,3,6,16,"1"
"SL","2016-08-07","91.1","-2.6349","5.8270","Giancarlo Stanton",519317,592351,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (24) on a fly ball to right field.    Martin Prado scores.","R","R","R","COL","MIA","X","null","fly_ball",0,0,2016,"-0.19262500000000000000","0.72030000000000000000","0.3410","2.6830","null","445988.00","null",2,4,"Top","219.62","77.14",,,547172,,"160807_153220","6.8440","-132.4640","-3.1170","-0.8090","24.1630","-25.5420","3.7400","1.7400","380","96.1","31.4550","93.0510","2309","6.9800",448525,592351,547172,448602,518934,571448,542436,621311,453568,467827,"53.5198","0.298","0.521","2.00",1,0,3,5,34,"1"
"CH","2016-08-06","88.5","-2.7706","5.7570","Giancarlo Stanton",519317,518452,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (23) on a line drive to left center field.  ","R","R","R","COL","MIA","X","null","line_drive",0,0,2016,"-0.52105833333333333333","0.38920000000000000000","0.0250","2.4720","null","null","null",2,5,"Top","55.15","13.56",,,460026,,"160806_192750","6.6750","-128.7390","-2.0690","-4.8090","21.3870","-29.8450","3.7400","1.7300","504","115.8","18.2620","89.2400","1617","6.1850",448510,518452,460026,448602,518934,571448,518614,621311,453568,471865,"54.3149","0.901","1.526","2.00",1,0,3,6,36,"1"
"FF","2016-07-27","89.1","-2.6891","6.5604","Giancarlo Stanton",519317,621107,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (22) on a line drive to left center field.   Christian Yelich scores.","R","R","R","MIA","PHI","X","null","line_drive",1,0,2016,"-0.96917500000000000000","1.5057666666666667","0.1800","2.5400","null","null","592885.00",1,1,"Bot","71.73","30.35",,,519237,,"160727_122556","8.5700","-129.4000","-6.3200","-10.1300","29.1700","-16.7900","3.7200","1.7300","435","112.3","20.5820","88.2460","2117","6.0140",448379,621107,519237,571830,605227,596748,514917,595963,546318,517370,"54.4868","0.968","1.785","2.00",1,0,3,6,8,"2"
"CU","2016-07-23","82.7","-1.1589","5.7473","Giancarlo Stanton",519317,594798,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (21) on a fly ball to left field.   Christian Yelich scores.","R","R","R","MIA","NYM","X","null","fly_ball",2,0,2016,"0.39187500000000000000","-0.27013333333333333333","-0.3800","2.4100","null","null","592885.00",0,3,"Bot","18.55","63.41",,,518595,,"160723_202121","0.6810","-120.4240","-0.2030","5.4690","24.8560","-36.8910","3.7800","1.7400","441","115.8","28.2180","82.8420","null","6.4280",448322,594798,518595,425766,435522,408314,452678,493316,501571,434158,"54.0730","0.990","1.971","2.00",1,0,3,6,27,"3"
"SL","2016-07-10","87.6","3.0502","5.5677","Giancarlo Stanton",519317,642003,"home_run","hit_into_play_score",,,,,"13","Giancarlo Stanton homers (20) on a fly ball to left field.   Martin Prado scores.","R","R","L","MIA","CIN","X","null","fly_ball",1,2,2016,"-0.19401666666666666667","0.07530000000000000000","-0.9170","2.7370","445988.00","null","null",2,5,"Bot","37.05","62.39",,,571466,,"160710_150115","-8.9110","-127.3590","-0.5410","-0.7510","27.1670","-33.5200","3.7400","1.7400","424","105.8","27.0880","87.1340","null","6.0810",448190,642003,571466,458015,408252,474443,446359,594807,571740,457803,"54.4193","0.947","1.851","2.00",1,0,3,6,44,"4"
"CU","2016-07-06","80.8","-1.5860","5.5603","Giancarlo Stanton",519317,594798,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (19) on a line drive to left center field.","R","R","R","NYM","MIA","X","null","line_drive",1,2,2016,"0.29585000000000000000","-0.29306666666666666667","-0.0410","2.0340","null","null","null",1,6,"Top","51.26","42.05",,,425784,,"160706_145553","2.0130","-117.6610","-0.5490","4.3620","18.9050","-37.0010","3.7400","1.7400","439","112.9","19.0170","81.5460","2653","6.6090",448139,594798,425784,425766,435522,527038,408314,493316,501571,434158,"53.8891","0.935","1.606","2.00",1,0,3,6,46,"4"
"FF","2016-07-06","93.9","-1.1434","5.3765","Giancarlo Stanton",519317,594798,"home_run","hit_into_play_score",,,,,"3","Giancarlo Stanton homers (18) on a line drive to left center field.","R","R","R","NYM","MIA","X","null","line_drive",0,0,2016,"-0.50992500000000000000","1.22340000000000000000","0.4550","3.4950","null","null","null",0,4,"Top","87.30","22.72",,,"null",,"160706_140807","4.1960","-136.5560","-2.1890","-5.1970","28.0010","-18.5110","3.7400","1.7400","454","113.1","21.8320","95.7260","2314","7.4340",448139,"null","null","null","null","null","null","null","null","null","53.0651","0.991","1.914","2.00",1,0,3,6,27,"1"
"FF","2016-07-05","93.2","-1.9059","6.2321","Giancarlo Stanton",519317,592340,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (17) on a fly ball to left center field.   Christian Yelich scores.    Marcell Ozuna scores.","R","R","R","NYM","MIA","X","null","fly_ball",3,1,2016,"-0.54750000000000000000","1.7967333333333333","-0.6180","2.7220","null","592885.00","542303.00",2,8,"Top","57.86","43.07",,,518595,,"160705_210937","3.5120","-135.5860","-6.9170","-5.5830","30.1330","-11.4000","3.7400","1.7400","424","107.8","32.1990","92.7650","2141","6.2460",448124,592340,518595,425766,527038,408314,452678,493316,501571,434158,"54.2526","0.941","1.868","2.00",1,0,3,6,57,"5"
"CH","2016-07-05","84.2","1.2841","5.6575","Giancarlo Stanton",519317,571927,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (16) on a line drive to left center field.   Marcell Ozuna scores.","R","R","L","NYM","MIA","X","null","line_drive",1,2,2016,"1.2867166666666667","1.13023333333333333333","0.1410","2.0050","null","null","542303.00",0,7,"Top","84.26","32.89",,,518595,,"160705_203335","-5.8400","-122.3880","-3.9350","15.4120","24.5800","-22.2710","3.7400","1.7400","436","115.3","15.6570","84.2270","2187","6.5320",448124,571927,518595,425766,527038,408314,452678,493316,501571,434158,"53.9663","0.857","1.245","2.00",1,0,3,6,43,"5"
"SL","2016-06-28","86.5","-1.5779","5.8236","Giancarlo Stanton",519317,460059,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (15) on a line drive to center field.   Marcell Ozuna scores.","R","R","R","DET","MIA","X","null","line_drive",2,1,2016,"-0.15226666666666666667","0.79913333333333333333","0.1370","3.0520","null","null","542303.00",0,2,"Top","128.93","17.63",,,543510,,"160628_192841","3.6360","-125.8580","-2.1220","-0.2560","20.0790","-25.2360","3.7300","1.7400","442","115.5","17.4880","87.7020","1925","6.7910",448022,460059,543510,408234,435079,592206,578428,457708,457727,449107,"53.7110","0.880","1.373","2.00",1,0,3,6,8,"4"
