"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"CU","2014-09-03","79.4","null","null","Giancarlo Stanton",519317,448614,"home_run","hit_into_play_score",,,,,"13","Giancarlo Stanton homers (36) on a line drive to left field.","R","R","R","MIA","NYM","X","null","line_drive",1,1,2014,"0.90400833333333333333","-1.1473333333333333","-0.8930","2.9040","null","null","null",0,8,"Bot","21.08","77.31",,,"null",,"null","-0.3950","-115.5830","2.7420","9.8700","25.1080","-44.5880","4.2400","1.8500","null","null","null","null","null","null",382619,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",66,"3"
"FF","2014-09-02","89.3","null","null","Giancarlo Stanton",519317,477003,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (35) on a fly ball to center field.   Donovan Solano scores.","R","R","L","MIA","NYM","X","null","fly_ball",0,1,2014,"0.32785833333333333333","1.20190000000000000000","-0.6660","1.6940","null","456781.00","null",2,3,"Bot","91.37","31.12",,,"null",,"null","-6.7470","-129.7160","-6.1850","5.5740","28.5950","-20.2650","4.0600","1.7100","null","null","null","null","null","null",382604,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",28,"2"
"CU","2014-09-01","80.9","null","null","Giancarlo Stanton",519317,554430,"home_run","hit_into_play_score",,,,,"13","Giancarlo Stanton homers (34) on a fly ball to left field.","R","R","R","MIA","NYM","X","null","fly_ball",1,1,2014,"0.83720833333333333333","-1.1717000000000000","-0.9860","2.8340","null","null","null",2,1,"Bot","43.17","57.23",,,"null",,"null","-1.2540","-117.7510","2.3840","9.6960","23.7190","-45.4460","3.9900","1.7300","null","null","null","null","null","null",382590,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",6,"3"
"FF","2014-08-25","94.7","null","null","Giancarlo Stanton",519317,474284,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (33) on a line drive to left center field.   Reed Johnson scores.    Christian Yelich scores.","R","R","R","LAA","MIA","X","null","line_drive",1,0,2014,"-0.59064166666666666667","1.6648666666666667","-0.3810","2.9350","null","407862.00","592885.00",2,4,"Top","79.32","33.13",,,"null",,"null","4.3170","-137.7530","-5.0720","-6.3160","33.0030","-12.6240","3.7500","1.7200","null","null","null","null","null","null",382494,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",32,"2"
"CH","2014-08-17","77.4","null","null","Giancarlo Stanton",519317,518567,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (32) on a fly ball to left field.   Christian Yelich scores.    Jeff Baker scores.","R","R","R","MIA","ARI","X","null","fly_ball",3,1,2014,"-0.91907500000000000000","1.4599000000000000","-0.0920","2.1440","null","592885.00","425557.00",0,1,"Bot","37.15","71.29",,,"null",,"null","2.3180","-112.6720","-6.0910","-7.2420","21.6210","-20.8660","4.1700","1.7000","null","null","null","null","null","null",382387,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",9,"5"
"CU","2014-08-11","76.8","null","null","Giancarlo Stanton",519317,571946,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (31) on a fly ball to left center field.","R","R","R","MIA","STL","X","null","fly_ball",2,2,2014,"1.1851250000000000","-0.45073333333333333333","-0.5480","2.8320","null","null","null",2,3,"Bot","74.30","19.08",,,"null",,"null","-1.1520","-111.8230","2.2220","11.8180","22.5110","-37.7720","3.7100","1.7100","null","null","null","null","null","null",382313,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",23,"5"
"FF","2014-08-11","95.8","null","null","Giancarlo Stanton",519317,571946,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (30) on a fly ball to right field.    Christian Yelich scores.","R","R","R","MIA","STL","X","null","fly_ball",0,1,2014,"-0.83557500000000000000","1.7293666666666667","0.0160","2.9490","592885.00","null","null",1,1,"Bot","197.79","53.21",,,"null",,"null","5.1630","-139.2630","-4.6370","-9.8700","33.7840","-11.3290","3.7100","1.7100","null","null","null","null","null","null",382313,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",8,"2"
"SL","2014-08-10","81.7","null","null","Giancarlo Stanton",519317,456501,"home_run","hit_into_play_score",,,,,"2","Giancarlo Stanton homers (29) on a line drive to left field.","R","R","R","CIN","MIA","X","null","line_drive",2,0,2014,"0.05509166666666666667","0.20716666666666666667","0.0770","3.1170","null","null","null",2,1,"Top","23.09","93.37",,,"null",,"null","5.0810","-118.7970","-0.3340","1.8990","22.5390","-32.0270","3.7200","1.7100","null","null","null","null","null","null",382296,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",3,"3"
"SL","2014-08-08","80.9","null","null","Giancarlo Stanton",519317,502190,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (28) on a fly ball to left field.","R","R","R","CIN","MIA","X","null","fly_ball",1,1,2014,"1.2087833333333333","-0.26726666666666666667","-0.3090","2.1250","null","null","null",2,7,"Top","29.12","36.14",,,"null",,"null","0.5370","-117.7920","-0.7020","13.4520","23.3100","-36.6590","3.7300","1.7100","null","null","null","null","null","null",382266,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",52,"3"
"FF","2014-08-07","95.4","null","null","Giancarlo Stanton",519317,516935,"home_run","hit_into_play_score",,,,,"2","Giancarlo Stanton homers (27) on a fly ball to center field.   Christian Yelich scores.","R","R","R","PIT","MIA","X","null","fly_ball",3,2,2014,"-0.70754166666666666667","1.3538333333333333","-0.0730","3.5500","null","592885.00","null",2,9,"Top","134.54","19.08",,,"null",,"null","5.2940","-138.8000","-2.9080","-8.0760","31.6580","-16.4340","3.7500","1.7200","null","null","null","null","null","null",382256,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",67,"7"
"FF","2014-08-01","92.5","null","null","Giancarlo Stanton",519317,455009,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (26) on a line drive to left field.","R","R","R","MIA","CIN","X","null","line_drive",0,0,2014,"-0.75485833333333333333","1.6491000000000000","-0.3490","2.8730","null","null","null",0,8,"Bot","48.19","54.22",,,"null",,"null","3.3680","-134.5900","-6.1250","-8.0420","35.4750","-13.9740","4.1100","1.8600","null","null","null","null","null","null",382169,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",64,"1"
"FT","2014-07-31","93.2","null","null","Giancarlo Stanton",519317,456501,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (25) on a line drive to left field.","R","R","R","MIA","CIN","X","null","line_drive",0,1,2014,"-1.2377666666666667","1.26353333333333333333","-0.7670","2.5490","null","null","null",2,1,"Bot","41.16","56.22",,,"null",,"null","5.3670","-135.6270","-5.3590","-14.6430","33.0820","-18.4530","3.7400","1.7100","null","null","null","null","null","null",382158,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",6,"2"
"SL","2014-07-30","82.7","null","null","Giancarlo Stanton",519317,519322,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (24) on a line drive to right center field.","R","R","R","MIA","WSH","X","null","line_drive",0,1,2014,"0.46424166666666666667","-0.26583333333333333333","0.4340","2.3940","null","null","null",0,9,"Bot","181.73","29.12",,,"null",,"null","3.6220","-120.2950","-0.2560","6.2020","25.0540","-36.8220","3.7500","1.7200","null","null","null","null","null","null",382154,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",68,"2"
"FF","2014-07-19","87.8","null","null","Giancarlo Stanton",519317,489265,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (23) on a fly ball to left field.","R","R","R","MIA","SF","X","null","fly_ball",0,0,2014,"-1.10138333333333333333","1.06143333333333333333","-0.4180","2.7670","null","null","null",0,9,"Bot","37.15","62.25",,,"null",,"null","5.0470","-127.7910","-1.4770","-11.4790","27.6120","-22.2200","4.2100","1.7500","null","null","null","null","null","null",381999,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",69,"1"
"CU","2014-07-18","77.5","null","null","Giancarlo Stanton",519317,518516,"home_run","hit_into_play_score",,,,,"9","Giancarlo Stanton homers (22) on a line drive to center field.","R","R","L","MIA","SF","X","null","line_drive",0,1,2014,"-1.00814166666666666667","-0.63563333333333333333","0.3040","2.1090","null","null","null",2,6,"Bot","112.45","11.04",,,"null",,"null","-4.2170","-112.8160","0.4580","-8.0340","22.8130","-39.5210","4.2100","1.7500","null","null","null","null","null","null",381984,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",53,"2"
"CH","2014-06-26","85.6","null","null","Giancarlo Stanton",519317,430935,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (21) on a line drive to left field.","R","R","L","PHI","MIA","X","null","line_drive",3,2,2014,"0.82746666666666666667","1.10013333333333333333","-0.1900","2.4200","null","null","null",0,4,"Top","40.16","67.27",,,"null",,"null","-7.7600","-124.2800","-5.1000","10.7400","25.4900","-22.3000","3.7000","1.7000","null","null","null","null","null","null",381726,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",23,"6"
"SL","2014-06-18","91.1","null","null","Giancarlo Stanton",519317,453562,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (20) on a line drive to right center field.","R","R","R","MIA","CHC","X","null","line_drive",2,1,2014,"0.41831666666666666667","0.82206666666666666667","-0.1860","2.6920","null","null","null",2,1,"Bot","165.66","35.14",,,"null",,"null","5.0950","-132.6030","-4.8860","7.0590","26.8530","-24.3210","3.7100","1.7100","null","null","null","null","null","null",381610,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",8,"4"
"SL","2014-06-16","82.3","null","null","Giancarlo Stanton",519317,434628,"home_run","hit_into_play_score",,,,,"2","Giancarlo Stanton homers (19) on a line drive to right field.    Jake Marisnick scores.","R","R","R","MIA","CHC","X","null","line_drive",1,1,2014,"0.47815833333333333333","-0.39053333333333333333","0.2260","3.5150","null","545350.00","null",1,1,"Bot","219.88","86.35",,,"null",,"null","3.5270","-119.7600","0.3540","6.4040","21.0030","-38.1480","3.6700","1.6800","null","null","null","null","null","null",381584,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",6,"3"
"SI","2014-06-13","90.9","null","null","Giancarlo Stanton",519317,502046,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (18) on a line drive to center field.","R","R","L","MIA","PIT","X","null","line_drive",0,0,2014,"0.88174166666666666667","1.6949666666666667","0.5700","2.8540","null","null","null",2,3,"Bot","169.68","23.09",,,"null",,"null","-3.5360","-132.2420","-5.4670","12.8510","28.5360","-13.6550","3.6600","1.6900","null","null","null","null","null","null",381546,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",25,"1"
"FC","2014-06-05","92.7","null","null","Giancarlo Stanton",519317,502202,"home_run","hit_into_play_score",,,,,"1","Giancarlo Stanton homers (17) on a line drive to left field.   Donovan Solano scores.","R","R","R","TB","MIA","X","null","line_drive",3,2,2014,"-0.13000000000000000000","1.4971666666666667","-0.6030","3.3560","null","456781.00","null",0,7,"Top","51.20","52.21",,,"null",,"null","3.0420","-135.0170","-3.3250","0.0010","30.3130","-15.4440","3.6500","1.6900","null","null","null","null","null","null",381431,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",59,"7"
"SL","2014-05-30","82.5","null","null","Giancarlo Stanton",519317,527054,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (16) on a line drive to center field.   Ed Lucas scores.","R","R","R","MIA","ATL","X","null","line_drive",1,2,2014,"0.11632500000000000000","0.40496666666666666667","0.3130","3.0490","null","null","448296.00",1,1,"Bot","138.55","8.03",,,"null",,"null","6.0730","-119.9470","0.7150","2.5380","26.3940","-30.0540","3.7000","1.7100","null","null","null","null","null","null",381348,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",7,"4"
"SL","2014-05-26","83.6","null","null","Giancarlo Stanton",519317,543699,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (15) on a fly ball to center field.   Derek Dietrich scores.","R","R","R","WSH","MIA","X","null","fly_ball",0,0,2014,"-0.05345833333333333333","0.56406666666666666667","0.1010","2.5710","null","null","518618.00",2,3,"Top","141.57","19.08",,,"null",,"null","4.7590","-121.6560","-2.3140","0.8280","23.1300","-28.2770","3.6900","1.7000","null","null","null","null","null","null",381301,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",19,"1"
"CH","2014-05-23","77.9","null","null","Giancarlo Stanton",519317,462136,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (14) on a fly ball to left field.","R","R","R","MIA","MIL","X","null","fly_ball",1,1,2014,"-0.69640833333333333333","1.7895666666666667","-0.1580","3.0590","null","null","null",0,7,"Bot","33.13","39.16",,,"null",,"null","3.6690","-113.3540","-3.3240","-5.2680","21.6730","-17.7430","3.6900","1.7100","null","null","null","null","null","null",381255,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",55,"3"
"FF","2014-05-23","90.2","null","null","Giancarlo Stanton",519317,462136,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (13) on a fly ball to center field.","R","R","R","MIA","MIL","X","null","fly_ball",0,2,2014,"-0.44034166666666666667","2.0576000000000000","0.1040","2.6200","null","null","null",2,1,"Bot","119.48","15.06",,,"null",,"null","3.0330","-131.1980","-7.3620","-3.8420","31.0160","-9.7980","3.6900","1.7100","null","null","null","null","null","null",381255,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",8,"3"
"CH","2014-05-17","83.0","null","null","Giancarlo Stanton",519317,453307,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (12) on a line drive to center field.","R","R","L","SF","MIA","X","null","line_drive",0,1,2014,"0.70639166666666666667","1.16606666666666666667","0.7760","2.7060","null","null","null",2,7,"Top","151.61","23.09",,,"null",,"null","-3.8570","-120.7120","-3.3560","8.9130","22.2970","-22.0990","3.7000","1.7000","null","null","null","null","null","null",381175,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",54,"2"
"FF","2014-05-08","93.6","null","null","Giancarlo Stanton",519317,445612,"home_run","hit_into_play_score",,,,,"9","Giancarlo Stanton homers (11) on a line drive to center field.   Derek Dietrich scores.","R","R","R","SD","MIA","X","null","line_drive",0,2,2014,"-1.5021833333333333","1.5057666666666667","0.5630","2.2560","null","null","518618.00",2,11,"Top","169.68","31.12",,,"null",,"null","11.3360","-135.6210","-5.0450","-18.4640","28.2510","-15.0390","3.6300","1.6900","null","null","null","null","null","null",381056,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",78,"3"
"CU","2014-05-04","77.9","null","null","Giancarlo Stanton",519317,543155,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (10) on a line drive to left center field.","R","R","R","MIA","LAD","X","null","line_drive",0,1,2014,"0.76345000000000000000","-0.9610000000000000","-0.1230","2.5250","null","null","null",0,6,"Bot","56.22","48.19",,,"null",,"null","-0.1680","-113.4740","0.8600","8.2680","23.2350","-42.5280","3.6100","1.6800","null","null","null","null","null","null",380997,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",48,"2"
"FF","2014-05-04","90.2","null","null","Giancarlo Stanton",519317,543155,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (9) on a fly ball to right center field.    Derek Dietrich scores.","R","R","R","MIA","LAD","X","null","fly_ball",2,1,2014,"-0.02562500000000000000","1.4771000000000000","0.1310","2.6530","null","null","518618.00",1,1,"Bot","180.72","29.12",,,"null",,"null","2.5880","-131.2450","-6.0810","1.3080","26.7720","-16.5060","3.6100","1.6800","null","null","null","null","null","null",380997,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",6,"4"
"KC","2014-04-29","77.7","null","null","Giancarlo Stanton",519317,622072,"home_run","hit_into_play_score",,,,,"9","Giancarlo Stanton homers (8) on a fly ball to right field.    Ed Lucas scores.","R","R","L","MIA","ATL","X","null","fly_ball",1,0,2014,"-0.15505000000000000000","-0.56540000000000000000","0.8110","2.3000","null","null","448296.00",2,3,"Bot","190.76","50.20",,,"null",,"null","-0.3220","-113.2190","1.3300","-0.2330","23.1010","-38.9410","3.6600","1.6900","null","null","null","null","null","null",380926,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",23,"2"
"FF","2014-04-26","90.9","null","null","Giancarlo Stanton",519317,516769,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (7) on a fly ball to right field.    Marcell Ozuna scores.","R","R","R","NYM","MIA","X","null","fly_ball",0,0,2014,"-0.32622500000000000000","0.91523333333333333333","0.1300","2.6200","null","542303.00","null",0,6,"Top","197.79","31.12",,,"null",,"null","4.6800","-132.2600","-4.0400","-2.4700","32.0000","-23.3900","3.6800","1.7100","null","null","null","null","null","null",380897,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",43,"1"
"CU","2014-04-18","85.4","null","null","Giancarlo Stanton",519317,500721,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton hits a grand slam (6) to left center field.   Reed Johnson scores.    Christian Yelich scores.    Marcell Ozuna scores.","R","R","R","MIA","SEA","X","null","fly_ball",1,2,2014,"1.1739916666666667","-0.50806666666666666667","0.0030","2.3110","407862.00","592885.00","542303.00",0,9,"Bot","67.27","39.16",,,"null",,"null","0.4180","-124.3480","-0.8510","14.6850","24.6020","-39.8410","3.6500","1.6900","null","null","null","null","null","null",380786,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",79,"4"
"SL","2014-04-15","88.1","null","null","Giancarlo Stanton",519317,544931,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (5) on a fly ball to center field.   Christian Yelich scores.    Marcell Ozuna scores.","R","R","R","MIA","WSH","X","null","fly_ball",2,1,2014,"0.31672500000000000000","0.33186666666666666667","0.0150","2.6090","null","592885.00","542303.00",0,1,"Bot","133.53","14.06",,,"null",,"null","2.1660","-128.2860","-3.0450","5.3740","25.1480","-30.5500","3.6200","1.6700","null","null","null","null","null","null",380748,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",8,"4"
"FF","2014-04-12","91.3","null","null","Giancarlo Stanton",519317,518603,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (4) on a line drive to left field.   Marcell Ozuna scores.","R","R","R","PHI","MIA","X","null","line_drive",0,0,2014,"-1.3783250000000000","2.0547333333333333","-0.7100","2.5100","null","null","542303.00",0,7,"Top","17.07","78.31",,,"null",,"null","6.4800","-132.7500","-7.1500","-15.6800","33.8500","-9.4900","3.6100","1.6600","null","null","null","null","null","null",380703,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",53,"1"
"CH","2014-04-12","83.9","null","null","Giancarlo Stanton",519317,543643,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (3) on a fly ball to left center field.","R","R","R","PHI","MIA","X","null","fly_ball",1,1,2014,"-1.5425416666666667","1.4599000000000000","0.0800","2.6400","null","null","null",1,5,"Top","79.32","19.08",,,"null",,"null","7.8300","-121.8500","-4.6200","-15.0900","26.2800","-19.0200","3.6100","1.6600","null","null","null","null","null","null",380703,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",38,"3"
"FF","2014-04-04","89.3","null","null","Giancarlo Stanton",519317,445590,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (2) on a line drive to left center field.   Jeff Baker scores.","R","R","L","MIA","SD","X","null","line_drive",0,1,2014,"0.71474166666666666667","1.4871333333333333","-0.2930","2.3960","null","null","425557.00",1,1,"Bot","59.24","39.16",,,"null",,"null","-6.0450","-129.7980","-6.3520","10.3370","27.5130","-16.8020","3.5700","1.6600","null","null","null","null","null","null",380599,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",7,"2"
"FF","2014-04-02","92.3","null","null","Giancarlo Stanton",519317,543475,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (1) on a line drive to right field.    Derek Dietrich scores.","R","R","R","MIA","COL","X","null","line_drive",0,1,2014,"-0.79521666666666666667","1.3223000000000000","0.1100","2.4200","null","null","518618.00",0,6,"Bot","205.82","65.26",,,"null",,"null","6.2600","-134.2100","-5.1500","-8.5300","34.9500","-18.1300","3.5100","1.6200","null","null","null","null","null","null",380567,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",52,"2"
"FF","2013-09-22","90.5","null","null","Giancarlo Stanton",519317,429717,"home_run","hit_into_play_score",,,,,"6","Giancarlo Stanton homers (24) on a fly ball to right center field.    Christian Yelich scores.","R","R","R","WSH","MIA","X","null","fly_ball",2,2,2013,"-0.87036666666666666667","1.4140333333333333","0.5430","2.5510","null","592885.00","null",2,1,"Top","180.72","44.18",,,"null",,"null","4.6790","-131.5850","-7.0150","-9.3320","27.5530","-17.2320","3.5300","1.6000","null","null","null","null","null","null",349071,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",4,"8"
"SL","2013-09-18","86.5","null","null","Giancarlo Stanton",519317,543495,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (23) on a fly ball to left center field.   Christian Yelich scores.","R","R","R","PHI","MIA","X","null","fly_ball",1,1,2013,"0.12189166666666666667","0.39350000000000000000","0.0850","2.1420","null","null","592885.00",0,6,"Top","68.27","13.05",,,"null",,"null","5.3250","-125.8990","-3.4670","2.9120","25.0930","-29.9290","3.5200","1.5900","null","null","null","null","null","null",349019,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",46,"3"
"CU","2013-09-13","76.5","null","null","Giancarlo Stanton",519317,477003,"home_run","hit_into_play_score",,,,,"13","Giancarlo Stanton homers (22) on a line drive to left field.","R","R","L","NYM","MIA","X","null","line_drive",0,2,2013,"-0.36380000000000000000","-0.68866666666666666667","-0.3690","1.2990","null","null","null",0,7,"Top","54.22","52.21",,,"null",,"null","-2.4930","-111.3640","-0.9140","-2.0730","22.8330","-39.7730","3.5200","1.5900","null","null","null","null","null","null",348940,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",47,"3"
"FC","2013-09-13","90.2","null","null","Giancarlo Stanton",519317,477003,"home_run","hit_into_play_score",,,,,"7","Giancarlo Stanton homers (21) on a line drive to left center field.","R","R","L","NYM","MIA","X","null","line_drive",2,1,2013,"-0.07990000000000000000","0.92956666666666666667","-0.3250","1.9820","null","null","null",0,2,"Top","59.24","27.11",,,"null",,"null","-4.0000","-131.3290","-4.4040","0.6200","34.8020","-23.4580","3.5200","1.5900","null","null","null","null","null","null",348940,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",7,"4"
"KC","2013-09-11","79.0","null","null","Giancarlo Stanton",519317,501985,"home_run","hit_into_play_score",,,,,"9","Giancarlo Stanton homers (20) on a line drive to center field.   Christian Yelich scores.","R","R","L","MIA","ATL","X","null","line_drive",1,2,2013,"-0.37910833333333333333","-0.51953333333333333333","0.4530","1.9060","null","null","592885.00",1,5,"Bot","156.63","20.08",,,"null",,"null","-1.0000","-115.1590","-1.1350","-2.3920","22.5270","-38.8030","3.5100","1.5800","null","null","null","null","null","null",348920,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",43,"4"
"FF","2013-09-06","95.1","null","null","Giancarlo Stanton",519317,571871,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (19) on a fly ball to left center field.","R","R","L","MIA","WSH","X","null","fly_ball",2,2,2013,"0.19425833333333333333","-0.11533333333333333333","-0.6470","2.3380","null","null","null",2,8,"Bot","66.27","35.14",,,"null",,"null","-6.4580","-138.1490","-7.6920","11.8500","33.3900","-7.8800","3.5100","1.5900","null","null","null","null","null","null",348851,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",66,"6"
"FT","2013-08-31","90.4","null","null","Giancarlo Stanton",519317,501985,"home_run","hit_into_play_score",,,,,"5","Giancarlo Stanton homers (18) on a fly ball to right field.","R","R","L","ATL","MIA","X","null","fly_ball",1,1,2013,"1.2101750000000000","0.91093333333333333333","0.1450","2.2010","null","null","null",0,4,"Top","227.91","91.37",,,"null",,"null","-5.4380","-131.4650","-5.0110","16.9370","26.4700","-23.3770","3.5100","1.6000","null","null","null","null","null","null",348762,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",24,"3"
"SL","2013-08-28","82.3","null","null","Giancarlo Stanton",519317,458919,"home_run","hit_into_play_score",,,,,"9","Giancarlo Stanton homers (17) on a line drive to center field.","R","R","R","WSH","MIA","X","null","line_drive",3,2,2013,"0.12606666666666666667","-0.13396666666666666667","0.4080","2.1190","null","null","null",0,6,"Top","138.55","24.10",,,"null",,"null","3.4880","-119.7990","-2.4470","2.6620","24.3380","-35.4730","3.5200","1.5900","null","null","null","null","null","null",348722,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",43,"6"
"FC","2013-08-21","84.5","null","null","Giancarlo Stanton",519317,425844,"home_run","hit_into_play_score",,,,,"4","Giancarlo Stanton homers (16) on a line drive to left field.","R","R","R","MIA","LAD","X","null","line_drive",1,0,2013,"0.58114166666666666667","0.20286666666666666667","-0.3200","2.5200","null","null","null",2,1,"Bot","16.06","77.31",,,"null",,"null","1.2900","-122.9700","-2.3700","7.8200","24.5900","-32.0800","3.5300","1.5800","null","null","null","null","null","null",348639,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",7,"2"
"FF","2013-08-19","94.9","null","null","Giancarlo Stanton",519317,519437,"home_run","hit_into_play_score",,,,,"3","Giancarlo Stanton homers (15) on a line drive to center field.","R","R","R","MIA","LAD","X","null","line_drive",1,0,2013,"-0.94134166666666666667","1.5788666666666667","0.2900","2.9900","null","null","null",2,8,"Bot","89.36","24.10",,,"null",,"null","7.5300","-137.9200","-4.8200","-11.2300","30.8700","-13.5900","3.5100","1.5900","null","null","null","null","null","null",348608,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",64,"2"
"FF","2013-08-17","94.0","null","null","Giancarlo Stanton",519317,430912,"home_run","hit_into_play_score",,,,,"1","Giancarlo Stanton homers (14) on a fly ball to left center field.   Donovan Solano scores.","R","R","R","MIA","SF","X","null","fly_ball",3,2,2013,"-0.39024166666666666667","-0.36043333333333333333","-0.5910","2.9890","null","null","456781.00",0,6,"Bot","79.32","14.06",,,"null",,"null","6.3930","-136.6140","-3.6210","-9.5720","32.6520","-16.0530","3.5000","1.5800","null","null","null","null","null","null",348583,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",45,"6"
